MovieID,RatingCount,RatingMean,Title,Genres
924,1716,4.068764568764569,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
589,2649,4.058512646281616,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller
1961,1330,4.053383458646617,Rain Man (1988),Drama
3421,1207,4.053024026512014,Animal House (1978),Comedy
1610,1652,4.052058111380146,"Hunt for Red October, The (1990)",Action|Thriller
3671,1119,4.047363717605005,Blazing Saddles (1974),Comedy|Western
1210,2883,4.022892819979188,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1394,1434,4.02092050209205,Raising Arizona (1987),Comedy
3471,1451,4.0144727773949,Close Encounters of the Third Kind (1977),Drama|Sci-Fi
2194,1127,4.007985803016859,"Untouchables, The (1987)",Action|Crime|Drama
920,1156,3.9974048442906573,Gone with the Wind (1939),Drama|Romance|War
1674,1046,3.9961759082217974,Witness (1985),Drama|Romance|Thriller
1270,2583,3.9903213317847466,Back to the Future (1985),Comedy|Sci-Fi
1079,1326,3.971342383107089,"Fish Called Wanda, A (1988)",Comedy
2791,1731,3.9711149624494513,Airplane! (1980),Comedy
1097,2269,3.9651828999559275,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
1265,2278,3.953028972783143,Groundhog Day (1993),Comedy|Romance
1784,1424,3.9501404494382024,As Good As It Gets (1997),Comedy|Drama
223,1412,3.946883852691218,Clerks (1994),Comedy
32,1511,3.945731303772336,Twelve Monkeys (1995),Drama|Sci-Fi
1954,1129,3.9433126660761735,Rocky (1976),Action|Drama
1220,1341,3.9395973154362416,"Blues Brothers, The (1980)",Action|Comedy|Musical
2268,1061,3.93119698397738,"Few Good Men, A (1992)",Crime|Drama
2599,1522,3.9303547963206307,Election (1999),Comedy
3481,1373,3.928623452294246,High Fidelity (2000),Comedy
590,1451,3.9152308752584424,Dances with Wolves (1990),Adventure|Drama|Western
2716,2181,3.9055479138010085,Ghostbusters (1984),Comedy|Horror
1923,1371,3.9044493070751276,There's Something About Mary (1998),Comedy
1028,1011,3.894164193867458,Mary Poppins (1964),Children's|Comedy|Musical
3160,1113,3.8939802336028753,Magnolia (1999),Drama
34,1751,3.8914905768132497,Babe (1995),Children's|Comedy|Drama
2000,1627,3.8869084204056548,Lethal Weapon (1987),Action|Comedy|Crime|Drama
595,1060,3.8858490566037736,Beauty and the Beast (1991),Animation|Children's|Musical
1374,1448,3.880524861878453,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
1968,1539,3.8797920727745288,"Breakfast Club, The (1985)",Comedy|Drama
3751,1329,3.8796087283671934,Chicken Run (2000),Animation|Children's|Comedy
1641,1199,3.872393661384487,"Full Monty, The (1997)",Comedy
3408,1315,3.863878326996198,Erin Brockovich (2000),Drama
1682,1005,3.861691542288557,"Truman Show, The (1998)",Drama
1073,1313,3.8613861386138613,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
364,1121,3.8608385370205176,"Lion King, The (1994)",Animation|Children's|Musical
2797,1491,3.8558014755197854,Big (1988),Comedy|Fantasy
2355,1703,3.854374633000587,"Bug's Life, A (1998)",Animation|Children's|Comedy
2395,1220,3.8409836065573773,Rushmore (1998),Comedy
3361,1095,3.837442922374429,Bull Durham (1988),Comedy
3793,1511,3.8206485771012573,X-Men (2000),Action|Sci-Fi
1500,1136,3.813380281690141,Grosse Pointe Blank (1997),Comedy|Crime
2890,1021,3.8070519098922624,Three Kings (1999),Drama|War
11,1033,3.7938044530493706,"American President, The (1995)",Comedy|Drama|Romance
588,1351,3.788304959289415,Aladdin (1992),Animation|Children's|Comedy|Musical
2302,1086,3.7845303867403315,My Cousin Vinny (1992),Comedy
3175,1728,3.771412037037037,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
1673,1128,3.769503546099291,Boogie Nights (1997),Drama
1584,1382,3.768451519536903,Contact (1997),Drama|Sci-Fi
480,2672,3.7638473053892216,Jurassic Park (1993),Action|Adventure|Sci-Fi
2700,1269,3.760441292356186,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy
1393,1353,3.7590539541759056,Jerry Maguire (1996),Drama|Romance
2081,1035,3.756521739130435,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance
3256,1052,3.75,Patriot Games (1992),Action|Thriller
3753,1240,3.7451612903225806,"Patriot, The (2000)",Action|Drama|War
357,1233,3.7437145174371453,Four Weddings and a Funeral (1994),Comedy|Romance
1580,2538,3.739952718676123,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
1732,1097,3.7383773928896993,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
3448,1082,3.733826247689464,"Good Morning, Vietnam (1987)",Comedy|Drama|War
1094,1229,3.7314890154597236,"Crying Game, The (1992)",Drama|Romance|War
1396,1091,3.7277726856095326,Sneakers (1992),Crime|Drama|Sci-Fi
349,1059,3.7261567516525025,Clear and Present Danger (1994),Action|Adventure|Thriller
733,1340,3.723134328358209,"Rock, The (1996)",Action|Adventure|Thriller
2529,1162,3.712564543889845,Planet of the Apes (1968),Action|Sci-Fi
1653,1077,3.711234911792015,Gattaca (1997),Drama|Sci-Fi|Thriller
1517,1205,3.7103734439834026,Austin Powers: International Man of Mystery (1997),Comedy
2706,1389,3.7098632109431247,American Pie (1999),Comedy
1356,1310,3.7091603053435116,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
2321,1158,3.6968911917098444,Pleasantville (1998),Comedy
2968,1010,3.6940594059405942,Time Bandits (1981),Adventure|Fantasy|Sci-Fi
2406,1345,3.6892193308550185,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
1101,1010,3.6861386138613863,Top Gun (1986),Action|Romance
1127,1715,3.6839650145772596,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
2916,1996,3.682364729458918,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
3418,1417,3.6803105151729003,Thelma & Louise (1991),Action|Drama
2987,1799,3.6798221234018897,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
3255,1099,3.6797088262056414,"League of Their Own, A (1992)",Comedy|Drama
2115,1127,3.676131322094055,Indiana Jones and the Temple of Doom (1984),Action|Adventure
3703,1034,3.6740812379110253,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
3702,1066,3.6641651031894935,Mad Max (1979),Action|Sci-Fi
1376,1126,3.6563055062166963,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
3527,1297,3.653816499614495,Predator (1987),Action|Sci-Fi|Thriller
2763,1089,3.6418732782369148,"Thomas Crown Affair, The (1999)",Action|Thriller
597,1046,3.641491395793499,Pretty Woman (1990),Comedy|Romance
1527,1377,3.6405228758169934,"Fifth Element, The (1997)",Action|Sci-Fi
380,1400,3.6342857142857143,True Lies (1994),Action|Adventure|Comedy|Romance
21,1356,3.6238938053097347,Get Shorty (1995),Action|Comedy|Drama
39,1362,3.6233480176211454,Clueless (1995),Comedy|Romance
592,1431,3.6009783368273935,Batman (1989),Action|Adventure|Crime|Drama
3253,1120,3.600892857142857,Wayne's World (1992),Comedy
2291,1473,3.5926680244399187,Edward Scissorhands (1990),Drama|Romance
1608,1076,3.5882899628252787,Air Force One (1997),Action|Thriller
1721,1546,3.5834411384217333,Titanic (1997),Drama|Romance
2174,1495,3.5678929765886287,Beetlejuice (1988),Comedy|Fantasy
377,1650,3.5654545454545454,Speed (1994),Action|Romance|Thriller
2001,1011,3.5450049455984174,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1370,1135,3.541850220264317,Die Hard 2 (1990),Action|Thriller
2407,1006,3.5377733598409544,Cocoon (1985),Comedy|Sci-Fi
2640,1222,3.536824877250409,Superman (1978),Action|Adventure|Sci-Fi
3081,1066,3.516885553470919,Sleepy Hollow (1999),Horror|Romance
780,1730,3.5104046242774567,Independence Day (ID4) (1996),Action|Sci-Fi|War
3176,1331,3.503380916604057,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
587,1124,3.49644128113879,Ghost (1990),Comedy|Romance|Thriller
316,1116,3.490143369175627,Stargate (1994),Action|Adventure|Sci-Fi
2985,1229,3.451586655817738,Robocop (1987),Action|Crime|Sci-Fi
2455,1071,3.4407096171802056,"Fly, The (1986)",Horror|Sci-Fi
648,1527,3.432874918140144,Mission: Impossible (1996),Action|Adventure|Mystery
2100,1163,3.4307824591573515,Splash (1984),Comedy|Fantasy|Romance
2628,2250,3.409777777777778,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi
1372,1001,3.4095904095904097,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
1573,1421,3.4011259676284307,Face/Off (1997),Action|Sci-Fi|Thriller
2683,1434,3.388423988842399,Austin Powers: The Spy Who Shagged Me (1999),Comedy
3755,1013,3.351431391905232,"Perfect Storm, The (2000)",Action|Adventure|Thriller
2011,1158,3.3436960276338517,Back to the Future Part II (1989),Comedy|Sci-Fi
2617,1007,3.3217477656405165,"Mummy, The (1999)",Action|Adventure|Horror|Thriller
2657,1233,3.291159772911598,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
367,1179,3.279050042408821,"Mask, The (1994)",Comedy|Crime|Fantasy
2012,1148,3.2421602787456445,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
3623,1313,3.1957349581111956,Mission: Impossible 2 (2000),Action|Thriller
1917,1110,3.191891891891892,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
736,1110,3.1738738738738737,Twister (1996),Action|Adventure|Romance|Thriller
1676,1163,3.1332760103181427,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
1544,1255,3.036653386454183,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
2710,1237,3.0315278900565885,"Blair Witch Project, The (1999)",Horror
2699,1367,3.0029261155815656,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
1377,1031,2.9767216294859358,Batman Returns (1992),Action|Adventure|Comedy|Crime
2054,1045,2.9330143540669855,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi
1391,1074,2.9003724394785846,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
